Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2013Q4,Risk 2 (Medium),RIVERWALK CAFE,1,0,0.0
2013Q4,Risk 2 (Medium),Restaurant,1087,125,11.5
2013Q4,Risk 2 (Medium),School,31,8,25.81
2013Q4,Risk 2 (Medium),Shelter,1,0,0.0
2013Q4,Risk 2 (Medium),Special Event,1,0,0.0
2013Q4,Risk 2 (Medium),TEACHING SCHOOL,1,0,0.0
2013Q4,Risk 2 (Medium),WINE TASTING BAR,2,1,50.0
2013Q4,Risk 2 (Medium),Wholesale,2,0,0.0
2013Q4,Risk 2 (Medium),butcher shop,1,0,0.0
2013Q4,Risk 2 (Medium),coffee,1,0,0.0
2013Q4,Risk 2 (Medium),coffee shop,1,0,0.0
2013Q4,Risk 2 (Medium),donut shop,1,0,0.0
2013Q4,Risk 2 (Medium),fish market,1,0,0.0
2013Q4,Risk 2 (Medium),fitness center,1,0,0.0
2013Q4,Risk 2 (Medium),meat packing,1,0,0.0
2013Q4,Risk 2 (Medium),snack shop,1,0,0.0
2013Q4,Risk 3 (Low),Bakery,2,0,0.0
2013Q4,Risk 3 (Low),COFFEE CART,1,0,0.0
2013Q4,Risk 3 (Low),DRUG STORE/GROCERY,2,1,50.0
2013Q4,Risk 3 (Low),DRUG/FOOD STORE,1,0,0.0
2013Q4,Risk 3 (Low),FITNESS CENTER,1,0,0.0
2013Q4,Risk 3 (Low),GAS STATION,1,0,0.0
2013Q4,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2013Q4,Risk 3 (Low),GROCERY/GAS STATION,1,0,0.0
2013Q4,Risk 3 (Low),Grocery Store,323,58,17.96
2013Q4,Risk 3 (Low),Liquor,20,8,40.0
2013Q4,Risk 3 (Low),MOBILE FOOD TRUCK,1,0,0.0
2013Q4,Risk 3 (Low),MOBILE FROZEN DESSERT VENDOR,1,1,100.0
2013Q4,Risk 3 (Low),Mobile Food Dispenser,5,1,20.0
2013Q4,Risk 3 (Low),Mobile Frozen Dessert Disp/Non-motorized,1,0,0.0
2013Q4,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,1,50.0
2013Q4,Risk 3 (Low),Restaurant,58,8,13.79
2013Q4,Risk 3 (Low),School,7,1,14.29
2013Q4,Risk 3 (Low),TAVERN,13,4,30.77
2013Q4,Risk 3 (Low),WINE STORE,1,1,100.0
2013Q4,Risk 3 (Low),bar,3,0,0.0
2013Q4,Risk 3 (Low),convenience,1,0,0.0
2013Q4,Risk 3 (Low),convenience/drug store,1,0,0.0
2013Q4,Risk 3 (Low),day spa,1,0,0.0
2013Q4,Risk 3 (Low),gas station,1,0,0.0
2013Q4,Risk 3 (Low),newsstand,1,0,0.0
2013Q4,Risk 3 (Low),night club,2,0,0.0
2014Q1,Risk 1 (High),1005 NURSING HOME,1,0,0.0
2014Q1,Risk 1 (High),BAKERY/DELI,1,0,0.0
2014Q1,Risk 1 (High),BANQUET HALL,4,0,0.0
2014Q1,Risk 1 (High),Bakery,32,7,21.88
2014Q1,Risk 1 (High),Banquet Dining,1,0,0.0
2014Q1,Risk 1 (High),CATERING/CAFE,2,0,0.0
2014Q1,Risk 1 (High),Cafeteria,1,0,0.0
2014Q1,Risk 1 (High),Catering,24,3,12.5
2014Q1,Risk 1 (High),Children's Services Facility,21,6,28.57
2014Q1,Risk 1 (High),Daycare (2 - 6 Years),34,8,23.53
2014Q1,Risk 1 (High),Daycare Above and Under 2 Years,34,9,26.47
2014Q1,Risk 1 (High),Daycare Combo 1586,2,0,0.0
2014Q1,Risk 1 (High),Deli,1,0,0.0
2014Q1,Risk 1 (High),GROCERY/RESTAURANT,2,0,0.0
2014Q1,Risk 1 (High),Golden Diner,5,0,0.0
2014Q1,Risk 1 (High),Grocery Store,254,50,19.69
2014Q1,Risk 1 (High),Hospital,3,0,0.0
2014Q1,Risk 1 (High),LOUNGE/BANQUET HALL,2,0,0.0
2014Q1,Risk 1 (High),Long Term Care,2,0,0.0
2014Q1,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2014Q1,Risk 1 (High),OUTREACH CULINARY KITCHEN,1,0,0.0
2014Q1,Risk 1 (High),RESTAURANT.BANQUET HALLS,1,0,0.0
2014Q1,Risk 1 (High),RESTAURANT/GROCERY STORE,1,0,0.0
2014Q1,Risk 1 (High),Restaurant,2756,440,15.97
2014Q1,Risk 1 (High),SMOKEHOUSE,1,0,0.0
2014Q1,Risk 1 (High),SUPPORTIVE LIVING,1,0,0.0
2014Q1,Risk 1 (High),School,303,51,16.83
2014Q1,Risk 1 (High),Shared Kitchen,1,0,0.0
2014Q1,Risk 1 (High),Shared Kitchen User (Short Term),2,0,0.0
2014Q1,Risk 1 (High),Shelter,4,0,0.0
2014Q1,Risk 1 (High),Special Event,1,0,0.0
2014Q1,Risk 1 (High),cooking school,1,0,0.0
2014Q1,Risk 2 (Medium),BAR/GRILL,1,0,0.0
2014Q1,Risk 2 (Medium),BEFORE AND AFTER SCHOOL PROGRAM,1,0,0.0
2014Q1,Risk 2 (Medium),Bakery,36,10,27.78
2014Q1,Risk 2 (Medium),Catering,2,0,0.0
2014Q1,Risk 2 (Medium),Grocery Store,203,39,19.21
2014Q1,Risk 2 (Medium),HERBALIFE/ZUMBA,1,0,0.0
2014Q1,Risk 2 (Medium),LIVE POULTRY,3,1,33.33
2014Q1,Risk 2 (Medium),Mobile Food Preparer,4,4,100.0
2014Q1,Risk 2 (Medium),Other,1,0,0.0
2014Q1,Risk 2 (Medium),ROOFTOP,2,0,0.0
2014Q1,Risk 2 (Medium),Restaurant,401,66,16.46
2014Q1,Risk 2 (Medium),School,11,1,9.09
2014Q1,Risk 2 (Medium),THEATER,2,2,100.0
2014Q1,Risk 2 (Medium),Wholesale,2,1,50.0
2014Q1,Risk 3 (Low),BREWERY,1,0,0.0
2014Q1,Risk 3 (Low),CONVENIENCE STORE,1,0,0.0
2014Q1,Risk 3 (Low),Children's Services Facility,1,0,0.0
2014Q1,Risk 3 (Low),GAS STATION/STORE,2,1,50.0
2014Q1,Risk 3 (Low),Golden Diner,1,1,100.0
2014Q1,Risk 3 (Low),Grocery Store,149,35,23.49
2014Q1,Risk 3 (Low),Liquor,11,3,27.27
2014Q1,Risk 3 (Low),MUSIC VENUE,2,1,50.0
2014Q1,Risk 3 (Low),Mobile Food Dispenser,4,2,50.0
2014Q1,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,1,100.0
2014Q1,Risk 3 (Low),Restaurant,22,3,13.64
2014Q1,Risk 3 (Low),School,5,0,0.0
2014Q1,Risk 3 (Low),TAVERN,9,3,33.33
2014Q1,Risk 3 (Low),WINE STORE,1,0,0.0
2014Q1,Risk 3 (Low),convenience store,1,0,0.0
2014Q1,Risk 3 (Low),convenience/drug store,1,0,0.0
2014Q2,Risk 1 (High),1584-DAY CARE ABOVE 2 YEARS,1,0,0.0
2014Q2,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2014Q2,Risk 1 (High),BANQUET,1,0,0.0
2014Q2,Risk 1 (High),BANQUET FACILITY,2,1,50.0
2014Q2,Risk 1 (High),BANQUET HALL,2,0,0.0
2014Q2,Risk 1 (High),Bakery,33,4,12.12
2014Q2,Risk 1 (High),CAFETERIA,1,0,0.0
2014Q2,Risk 1 (High),CHARITY AID KITCHEN,1,0,0.0
2014Q2,Risk 1 (High),CHARTER,1,1,100.0
2014Q2,Risk 1 (High),CHARTER SCHOOL,2,1,50.0
2014Q2,Risk 1 (High),CHURCH,1,1,100.0
2014Q2,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2014Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,1,0,0.0
2014Q2,Risk 1 (High),COLLEGE,1,0,0.0
2014Q2,Risk 1 (High),Catering,29,1,3.45
2014Q2,Risk 1 (High),Children's Services Facility,29,8,27.59
2014Q2,Risk 1 (High),DAY CARE,1,0,0.0
2014Q2,Risk 1 (High),Daycare (2 - 6 Years),49,8,16.33
2014Q2,Risk 1 (High),Daycare (Under 2 Years),6,4,66.67
2014Q2,Risk 1 (High),Daycare Above and Under 2 Years,53,13,24.53
2014Q2,Risk 1 (High),Daycare Combo 1586,2,1,50.0
2014Q2,Risk 1 (High),Daycare Night,1,0,0.0
2014Q2,Risk 1 (High),GROCERY STORE/ RESTAURANT,1,0,0.0
2014Q2,Risk 1 (High),GROCERY STORE/BAKERY,1,0,0.0
2014Q2,Risk 1 (High),Golden Diner,16,0,0.0
2014Q2,Risk 1 (High),Grocery & Restaurant,2,0,0.0
2014Q2,Risk 1 (High),Grocery Store,224,38,16.96
2014Q2,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2014Q2,Risk 1 (High),Hospital,12,3,25.0
2014Q2,Risk 1 (High),Liquor,1,0,0.0
2014Q2,Risk 1 (High),Long Term Care,12,2,16.67
2014Q2,Risk 1 (High),Mobile Food Dispenser,1,0,0.0
2014Q2,Risk 1 (High),Mobile Food Preparer,5,3,60.0
2014Q2,Risk 1 (High),NORTHERLY ISLAND,3,1,33.33
2014Q2,Risk 1 (High),PALETERIA,2,0,0.0
2014Q2,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2014Q2,Risk 1 (High),PUBLIC SHCOOL,2,0,0.0
2014Q2,Risk 1 (High),Private School,1,0,0.0
2014Q2,Risk 1 (High),RESTAURANT/HOSPITAL,2,1,50.0
2014Q2,Risk 1 (High),RETAIL STORE OFFERS COOKING CLASSES,1,0,0.0
2014Q2,Risk 1 (High),ROOF TOPS,1,0,0.0
2014Q2,Risk 1 (High),ROOFTOP,1,0,0.0
2014Q2,Risk 1 (High),Restaurant,3378,565,16.73
2014Q2,Risk 1 (High),STADIUM,3,1,33.33
2014Q2,Risk 1 (High),School,499,78,15.63
2014Q2,Risk 1 (High),Shared Kitchen,1,0,0.0
2014Q2,Risk 1 (High),Shared Kitchen User (Long Term),2,0,0.0
2014Q2,Risk 1 (High),Shelter,1,0,0.0
2014Q2,Risk 1 (High),Special Event,4,1,25.0
2014Q2,Risk 1 (High),Wholesale,3,0,0.0
2014Q2,Risk 1 (High),banquets,1,0,0.0
2014Q2,Risk 1 (High),cafeteria,1,0,0.0
2014Q2,Risk 1 (High),employee kitchen,1,0,0.0
2014Q2,Risk 2 (Medium),Bakery,34,8,23.53
2014Q2,Risk 2 (Medium),CAFE/STORE,1,0,0.0
2014Q2,Risk 2 (Medium),CHURCH,2,0,0.0
2014Q2,Risk 2 (Medium),COFFEE/TEA,1,0,0.0
2014Q2,Risk 2 (Medium),Church,1,0,0.0
2014Q2,Risk 2 (Medium),Daycare Above and Under 2 Years,1,0,0.0
2014Q2,Risk 2 (Medium),GROCERY AND BUTCHER,1,0,0.0
2014Q2,Risk 2 (Medium),Grocery Store,162,34,20.99
2014Q2,Risk 2 (Medium),HEALTH CARE STORE,1,1,100.0
2014Q2,Risk 2 (Medium),LIVE POULTRY,6,2,33.33
2014Q2,Risk 2 (Medium),Liquor,1,0,0.0
2014Q2,Risk 2 (Medium),MOVIE THEATRE,2,0,0.0
2014Q2,Risk 2 (Medium),Mobile Food Dispenser,2,1,50.0
2014Q2,Risk 2 (Medium),Mobile Food Preparer,35,14,40.0
2014Q2,Risk 2 (Medium),Navy Pier Kiosk,1,0,0.0
2014Q2,Risk 2 (Medium),PALETERIA,1,0,0.0
2014Q2,Risk 2 (Medium),ROOF TOP,1,0,0.0
2014Q2,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2014Q2,Risk 2 (Medium),Restaurant,581,104,17.9
2014Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2014Q2,Risk 2 (Medium),School,31,4,12.9
2014Q2,Risk 2 (Medium),Shelter,1,0,0.0
2014Q2,Risk 2 (Medium),Special Event,4,0,0.0
2014Q2,Risk 2 (Medium),WRIGLEY ROOFTOP,1,0,0.0
2014Q2,Risk 2 (Medium),Wrigley Roof Top,2,1,50.0
2014Q2,Risk 2 (Medium),donut shop,1,0,0.0
2014Q2,Risk 3 (Low),CONVENIENCE STORE,2,0,0.0
2014Q2,Risk 3 (Low),GAS STATION,1,1,100.0
2014Q2,Risk 3 (Low),GROCERY/GAS STATION,3,1,33.33
2014Q2,Risk 3 (Low),Grocery Store,192,50,26.04
2014Q2,Risk 3 (Low),Liquor,22,10,45.45
2014Q2,Risk 3 (Low),MOBILE FROZEN DESSERT VENDOR,2,0,0.0
2014Q2,Risk 3 (Low),Mobile Food Dispenser,21,3,14.29
2014Q2,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,0,0.0
2014Q2,Risk 3 (Low),Navy Pier Kiosk,1,0,0.0
2014Q2,Risk 3 (Low),PUSH CARTS,1,0,0.0
2014Q2,Risk 3 (Low),Restaurant,32,11,34.38
2014Q2,Risk 3 (Low),School,16,2,12.5
2014Q2,Risk 3 (Low),TAVERN,3,1,33.33
2014Q2,Risk 3 (Low),bar,2,0,0.0
2014Q3,Risk 1 (High),A-Not-For-Profit Chef Training Program,1,0,0.0
2014Q3,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2014Q3,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2014Q3,Risk 1 (High),BAKERY/DELI,1,0,0.0
2014Q3,Risk 1 (High),BANQUET,4,1,25.0
2014Q3,Risk 1 (High),BANQUET HALL,9,1,11.11
2014Q3,Risk 1 (High),BANQUET ROOM,1,1,100.0
2014Q3,Risk 1 (High),Bakery,36,4,11.11
2014Q3,Risk 1 (High),Banquet Hall,1,0,0.0
2014Q3,Risk 1 (High),Banquet rooms,1,0,0.0
2014Q3,Risk 1 (High),CAFETERIA,2,0,0.0
2014Q3,Risk 1 (High),CHARTER,1,0,0.0
2014Q3,Risk 1 (High),CHURCH,1,0,0.0
2014Q3,Risk 1 (High),CHURCH KITCHEN,2,1,50.0
2014Q3,Risk 1 (High),CITY OF CHICAGO COLLEGE,2,1,50.0
2014Q3,Risk 1 (High),COOKING SCHOOL,1,0,0.0
2014Q3,Risk 1 (High),CULINARY ARTS SCHOOL,1,0,0.0
2014Q3,Risk 1 (High),CULINARY SCHOOL,5,0,0.0
2014Q3,Risk 1 (High),Catering,42,4,9.52
2014Q3,Risk 1 (High),Children's Services Facility,60,11,18.33
2014Q3,Risk 1 (High),Daycare (2 - 6 Years),34,2,5.88
2014Q3,Risk 1 (High),Daycare (Under 2 Years),3,1,33.33
2014Q3,Risk 1 (High),Daycare Above and Under 2 Years,47,12,25.53
2014Q3,Risk 1 (High),Daycare Combo 1586,11,3,27.27
2014Q3,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,1,0,0.0
2014Q3,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2014Q3,Risk 1 (High),Golden Diner,26,5,19.23
2014Q3,Risk 1 (High),Grocery Store,237,56,23.63
2014Q3,Risk 1 (High),Hospital,18,3,16.67
2014Q3,Risk 1 (High),ICE CREAM SHOP,1,0,0.0
2014Q3,Risk 1 (High),Long Term Care,14,4,28.57
2014Q3,Risk 1 (High),Mobile Food Preparer,6,3,50.0
2014Q3,Risk 1 (High),PALETERIA,1,0,0.0
2014Q3,Risk 1 (High),PASTRY school,1,0,0.0
2014Q3,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2014Q3,Risk 1 (High),REST/GROCERY,1,0,0.0
2014Q3,Risk 1 (High),REST/ROOFTOP,1,0,0.0
2014Q3,Risk 1 (High),RESTAURANT/BAKERY,1,0,0.0
2014Q3,Risk 1 (High),RESTAURANT/BAR,1,1,100.0
2014Q3,Risk 1 (High),Restaurant,3396,645,18.99
2014Q3,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2014Q3,Risk 1 (High),School,115,25,21.74
2014Q3,Risk 1 (High),Shared Kitchen,3,0,0.0
2014Q3,Risk 1 (High),Shelter,3,1,33.33
2014Q3,Risk 1 (High),Special Event,1,0,0.0
2014Q3,Risk 1 (High),UNIVERSITY CAFETERIA,1,0,0.0
2014Q3,Risk 1 (High),employee kitchen,1,0,0.0
2014Q3,Risk 2 (Medium),BANQUET HALL,3,0,0.0
2014Q3,Risk 2 (Medium),BAR/GRILL,1,0,0.0
2014Q3,Risk 2 (Medium),Bakery,73,18,24.66
2014Q3,Risk 2 (Medium),CANDY/GELATO,1,0,0.0
2014Q3,Risk 2 (Medium),CHURCH KITCHEN,1,1,100.0
2014Q3,Risk 2 (Medium),Coffee shop,1,0,0.0
2014Q3,Risk 2 (Medium),GAS STATION,1,0,0.0
2014Q3,Risk 2 (Medium),GAS STATION/RESTAURANT,1,0,0.0
2014Q3,Risk 2 (Medium),Grocery Store,324,67,20.68
2014Q3,Risk 2 (Medium),HEALTH CARE STORE,1,0,0.0
2014Q3,Risk 2 (Medium),HEALTH CENTER/NUTRITION CLASSES,1,0,0.0
2014Q3,Risk 2 (Medium),HERBALCAL,2,1,50.0
2014Q3,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2014Q3,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2014Q3,Risk 2 (Medium),MOVIE THEATER,1,0,0.0
2014Q3,Risk 2 (Medium),Mobile Food Dispenser,1,1,100.0
2014Q3,Risk 2 (Medium),Mobile Food Preparer,11,2,18.18
2014Q3,Risk 2 (Medium),REHAB CENTER,1,0,0.0
2014Q3,Risk 2 (Medium),RESTAURANT/GROCERY STORE,2,1,50.0
2014Q3,Risk 2 (Medium),RETAIL STORE,1,0,0.0
2014Q3,Risk 2 (Medium),ROOF TOP,1,0,0.0
2014Q3,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2014Q3,Risk 2 (Medium),ROOFTOP,2,1,50.0
2014Q3,Risk 2 (Medium),ROOFTOPS,1,0,0.0
2014Q3,Risk 2 (Medium),Restaurant,949,134,14.12
2014Q3,Risk 2 (Medium),STORE,2,1,50.0
2014Q3,Risk 2 (Medium),School,20,3,15.0
2014Q3,Risk 2 (Medium),Shared Kitchen,4,2,50.0
2014Q3,Risk 2 (Medium),Special Event,4,0,0.0
2014Q3,Risk 2 (Medium),THEATER,3,1,33.33
2014Q3,Risk 2 (Medium),Tavern,2,1,50.0
2014Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,1,0,0.0
2014Q3,Risk 2 (Medium),Wrigley Roof Top,1,0,0.0
2014Q3,Risk 2 (Medium),butcher shop,1,0,0.0
2014Q3,Risk 2 (Medium),meat packing,1,0,0.0
2014Q3,Risk 3 (Low),BEVERAGE/SILVERWARE WAREHOUSE,1,0,0.0
2014Q3,Risk 3 (Low),CONVENIENCE,1,0,0.0
2014Q3,Risk 3 (Low),CONVENIENCE STORE,3,1,33.33
2014Q3,Risk 3 (Low),CONVENIENT STORE,1,1,100.0
2014Q3,Risk 3 (Low),Children's Services Facility,1,0,0.0
2014Q3,Risk 3 (Low),FITNESS CENTER,1,0,0.0
2014Q3,Risk 3 (Low),GAS STATION,1,0,0.0
2014Q3,Risk 3 (Low),Golden Diner,1,0,0.0
2014Q3,Risk 3 (Low),Grocery Store,203,48,23.65
2014Q3,Risk 3 (Low),HOT DOG CART,1,0,0.0
2014Q3,Risk 3 (Low),Liquor,27,13,48.15
2014Q3,Risk 3 (Low),Mobile Food Dispenser,11,3,27.27
2014Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,1,50.0
2014Q3,Risk 3 (Low),Rest/GYM,1,0,0.0
2014Q3,Risk 3 (Low),Restaurant,51,10,19.61
2014Q3,Risk 3 (Low),School,5,1,20.0
2014Q3,Risk 3 (Low),TAVERN,4,2,50.0
2014Q3,Risk 3 (Low),TRUCK,5,2,40.0
2014Q3,Risk 3 (Low),Tavern,1,0,0.0
2014Q3,Risk 3 (Low),Wholesale,2,1,50.0
2014Q3,Risk 3 (Low),tavern,3,1,33.33
2014Q4,Risk 1 (High),15 monts to 5 years old,1,0,0.0
2014Q4,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2014Q4,Risk 1 (High),BANQUET,2,0,0.0
2014Q4,Risk 1 (High),BANQUET HALL,3,1,33.33
2014Q4,Risk 1 (High),BANQUET ROOM,1,0,0.0
2014Q4,Risk 1 (High),BOWLING LANES/BANQUETS,3,0,0.0
2014Q4,Risk 1 (High),Bakery,29,9,31.03
2014Q4,Risk 1 (High),Banquet Hall,2,1,50.0
2014Q4,Risk 1 (High),Catering,24,3,12.5
2014Q4,Risk 1 (High),Children's Services Facility,62,15,24.19
2014Q4,Risk 1 (High),DAYCARE,1,0,0.0
2014Q4,Risk 1 (High),Daycare (2 - 6 Years),40,9,22.5
2014Q4,Risk 1 (High),Daycare (Under 2 Years),5,0,0.0
2014Q4,Risk 1 (High),Daycare Above and Under 2 Years,40,12,30.0
2014Q4,Risk 1 (High),Daycare Combo 1586,6,0,0.0
2014Q4,Risk 1 (High),GROCERY STORE/ RESTAURANT,1,0,0.0
2014Q4,Risk 1 (High),GROCERY STORE/GAS STATION,1,0,0.0
2014Q4,Risk 1 (High),Golden Diner,5,0,0.0
2014Q4,Risk 1 (High),Grocery & Restaurant,2,0,0.0
2014Q4,Risk 1 (High),Grocery Store,207,39,18.84
2014Q4,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2014Q4,Risk 1 (High),Hospital,2,0,0.0
2014Q4,Risk 1 (High),JUICE BAR,2,1,50.0
2014Q4,Risk 1 (High),Long Term Care,10,3,30.0
2014Q4,Risk 1 (High),Mobile Food Preparer,2,0,0.0
2014Q4,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2014Q4,Risk 1 (High),RESTAURANT.BANQUET HALLS,1,0,0.0
2014Q4,Risk 1 (High),RESTAURANT/BAKERY,1,0,0.0
2014Q4,Risk 1 (High),RESTAURANT/BAR,5,3,60.0
2014Q4,Risk 1 (High),Restaurant,2699,461,17.08
2014Q4,Risk 1 (High),School,182,35,19.23
2014Q4,Risk 1 (High),Shared Kitchen User (Short Term),1,0,0.0
2014Q4,Risk 1 (High),Shelter,1,0,0.0
2014Q4,Risk 1 (High),cooking school,1,0,0.0
2014Q4,Risk 2 (Medium),BAKERY/GROCERY,1,0,0.0
2014Q4,Risk 2 (Medium),Bakery,65,9,13.85
2014Q4,Risk 2 (Medium),COFFEE CART,1,0,0.0
2014Q4,Risk 2 (Medium),COFFEE SHOP,1,0,0.0
2014Q4,Risk 2 (Medium),GELATO SHOP,1,0,0.0
2014Q4,Risk 2 (Medium),Grocery Store,350,65,18.57
2014Q4,Risk 2 (Medium),HERBAL LIFE SHOP,2,1,50.0
2014Q4,Risk 2 (Medium),HERBALIFE/ZUMBA,1,0,0.0
2014Q4,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2014Q4,Risk 2 (Medium),MOVIE THEATER,1,0,0.0
2014Q4,Risk 2 (Medium),Mobile Food Dispenser,4,2,50.0
2014Q4,Risk 2 (Medium),Mobile Food Preparer,4,3,75.0
2014Q4,Risk 2 (Medium),NUTRITION/HERBALIFE,1,1,100.0
2014Q4,Risk 2 (Medium),Navy Pier Kiosk,1,0,0.0
2014Q4,Risk 2 (Medium),RETAIL STORE,1,0,0.0
2014Q4,Risk 2 (Medium),Restaurant,752,90,11.97
2014Q4,Risk 2 (Medium),Restaurant(protein shake bar),2,1,50.0
2014Q4,Risk 2 (Medium),School,17,2,11.76
2014Q4,Risk 2 (Medium),Special Event,2,0,0.0
2014Q4,Risk 2 (Medium),TAVERN,1,0,0.0
2014Q4,Risk 2 (Medium),TEACHING SCHOOL,1,0,0.0
2014Q4,Risk 2 (Medium),Wholesale,1,0,0.0
2014Q4,Risk 2 (Medium),convenience store,1,0,0.0
2014Q4,Risk 2 (Medium),fitness center,1,0,0.0
2014Q4,Risk 3 (Low),ART GALLERY W/WINE AND BEER,2,1,50.0
2014Q4,Risk 3 (Low),BAR,2,1,50.0
2014Q4,Risk 3 (Low),Bakery,1,0,0.0
2014Q4,Risk 3 (Low),COFFEE CART,1,0,0.0
2014Q4,Risk 3 (Low),CONVENIENCE,3,1,33.33
2014Q4,Risk 3 (Low),CONVENIENT STORE,1,0,0.0
2014Q4,Risk 3 (Low),Catering,4,2,50.0
2014Q4,Risk 3 (Low),Daycare (2 - 6 Years),2,0,0.0
2014Q4,Risk 3 (Low),FITNESS CENTER,1,0,0.0
2014Q4,Risk 3 (Low),GAS STATION,7,0,0.0
2014Q4,Risk 3 (Low),GAS STATION/ GROCERY STORE,1,0,0.0
2014Q4,Risk 3 (Low),GOLF COURSE,1,1,100.0
2014Q4,Risk 3 (Low),GROCERY STORE/GAS STATION,1,0,0.0
2014Q4,Risk 3 (Low),GROCERY/LIQUOR STORE,1,0,0.0
2014Q4,Risk 3 (Low),GROCERY/SERVICE GAS STATION,1,0,0.0
2014Q4,Risk 3 (Low),Golden Diner,1,0,0.0
2014Q4,Risk 3 (Low),Grocery Store,491,74,15.07
2014Q4,Risk 3 (Low),LIQUOR STORE,1,0,0.0
2014Q4,Risk 3 (Low),LIQUOR/GROCERY STORE/BAR,1,0,0.0
2014Q4,Risk 3 (Low),Liquor,28,7,25.0
2014Q4,Risk 3 (Low),Mobile Food Dispenser,6,2,33.33
2014Q4,Risk 3 (Low),PACKAGED FOOD DISTRIBUTION,1,0,0.0
2014Q4,Risk 3 (Low),PACKAGED LIQUOR,1,0,0.0
2014Q4,Risk 3 (Low),Restaurant,29,2,6.9
2014Q4,Risk 3 (Low),School,13,4,30.77
2014Q4,Risk 3 (Low),Special Event,2,1,50.0
2014Q4,Risk 3 (Low),TAVERN,8,3,37.5
2014Q4,Risk 3 (Low),THEATER,4,2,50.0
2014Q4,Risk 3 (Low),VFW HALL,2,0,0.0
2014Q4,Risk 3 (Low),WINE STORE,1,0,0.0
2014Q4,Risk 3 (Low),Wholesale,3,0,0.0
2014Q4,Risk 3 (Low),convenience,1,0,0.0
2014Q4,Risk 3 (Low),dollar store,2,1,50.0
2014Q4,Risk 3 (Low),tavern,3,1,33.33
2014Q4,Risk 3 (Low),video store,1,0,0.0
2015Q1,Risk 1 (High),1023,3,1,33.33
2015Q1,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,1,0,0.0
2015Q1,Risk 1 (High),BAKERY/DELI,1,0,0.0
2015Q1,Risk 1 (High),BANQUET HALL,1,0,0.0
2015Q1,Risk 1 (High),Bakery,26,4,15.38
2015Q1,Risk 1 (High),Banquet Dining,1,0,0.0
2015Q1,Risk 1 (High),Banquet rooms,1,0,0.0
2015Q1,Risk 1 (High),CAFETERIA,1,0,0.0
2015Q1,Risk 1 (High),CHARTER,1,0,0.0
2015Q1,Risk 1 (High),CHARTER SCHOOL CAFETERIA,1,0,0.0
2015Q1,Risk 1 (High),COMMISSARY,2,1,50.0
2015Q1,Risk 1 (High),COOKING SCHOOL,1,0,0.0
2015Q1,Risk 1 (High),CULINARY SCHOOL,2,0,0.0
2015Q1,Risk 1 (High),Cafeteria,1,0,0.0
2015Q1,Risk 1 (High),Catering,20,5,25.0
2015Q1,Risk 1 (High),Children's Services Facility,63,20,31.75
2015Q1,Risk 1 (High),DAY CARE 1023,3,1,33.33
2015Q1,Risk 1 (High),DAYCARE,2,0,0.0
2015Q1,Risk 1 (High),Daycare (2 - 6 Years),33,4,12.12
2015Q1,Risk 1 (High),Daycare Above and Under 2 Years,21,3,14.29
2015Q1,Risk 1 (High),Daycare Combo 1586,6,0,0.0
2015Q1,Risk 1 (High),GROCERY STORE/BAKERY,1,0,0.0
2015Q1,Risk 1 (High),Golden Diner,7,3,42.86
2015Q1,Risk 1 (High),Grocery & Restaurant,1,0,0.0
2015Q1,Risk 1 (High),Grocery Store,197,39,19.8
2015Q1,Risk 1 (High),Hospital,36,7,19.44
2015Q1,Risk 1 (High),Long Term Care,57,14,24.56
2015Q1,Risk 1 (High),NURSING HOME,1,1,100.0
2015Q1,Risk 1 (High),PUBLIC SHCOOL,1,0,0.0
